asset_uid,coingecko_id,active,cg_valid_from,cg_valid_to,binance_symbol,binance_multiplier,valid_from,valid_to,evidence
HMT,human-protocol,False,,,,,,,no Binance USDT perp validated
HNS,handshake,False,,,,,,,no Binance USDT perp validated
HNT,helium,True,,,,,,,no Binance USDT perp validated
HOGE,hoge-finance,False,,,,,,,no Binance USDT perp validated
HOLD,everybody,False,,,,,,,no Binance USDT perp validated
HOLLAR,hydrated-dollar,False,,,,,,,no Binance USDT perp validated
HOLO,holoworld,True,,,HOLOUSDT,1.0,2025-09-11,,"ticker match; vs CoinGecko holoworld: 372 days, median gap 0.21%"
HOME,home,True,,,HOMEUSDT,1.0,2025-06-10,,"ticker match; vs CoinGecko home: 465 days, median gap 0.20%"
HONEY,honey-3,True,,,,,,,no Binance USDT perp validated
HOODX,robinhood-xstock,False,,,,,,,no Binance USDT perp validated
HOOK,hooked-protocol,False,,,HOOKUSDT,1.0,2023-01-19,2026-03-23,"ticker match; vs CoinGecko hooked-protocol: 550 days, median gap 0.14%"
HOPPY,hoppy-meme,False,,,,,,,no Binance USDT perp validated
HOPR,hopr,False,,,,,,,no Binance USDT perp validated
HOSKY,hosky,False,,,,,,,no Binance USDT perp validated
HOT,holotoken,True,,,HOTUSDT,1.0,2021-03-30,,"ticker match; vs CoinGecko holotoken: 728 days, median gap 0.14%"
HOUSE,housecoin-2,False,,,,,,,no Binance USDT perp validated
HP,hippo-protocol,True,,,,,,,no Binance USDT perp validated
HPO,hipo-governance-token,False,,,,,,,no Binance USDT perp validated
HSK,hashkey-ecopoints,True,,,,,,,no Binance USDT perp validated
HSOL,helius-staked-sol,False,,,,,,,no Binance USDT perp validated
HSUITE,hsuite,False,,,,,,,no Binance USDT perp validated
HT,huobi-token,True,,,,,,,no Binance USDT perp validated
HTR,hathor,False,,,,,,,no Binance USDT perp validated
HTX,htx-dao,True,,,,,,,no Binance USDT perp validated
HUMA,huma-finance,True,,,HUMAUSDT,1.0,2025-05-26,,"ticker match; vs CoinGecko huma-finance: 480 days, median gap 0.13%"
HUNDRED,hundred,True,,,,,,,no Binance USDT perp validated
HUNT,greyhunt,True,,,,,,,no Binance USDT perp validated
HUSD,husd,False,,,,,,,no Binance USDT perp validated
HUSTLE,agent-hustle,False,,,,,,,no Binance USDT perp validated
HWHLP,hyperwave-hlp,False,,,,,,,no Binance USDT perp validated
HWHYPE,hyperwave-hype,False,,,,,,,no Binance USDT perp validated
HXRO,hxro,False,,,,,,,no Binance USDT perp validated
HYBUX,hybux,False,,,,,,,no Binance USDT perp validated
HYDRA,hydra,False,,,,,,,no Binance USDT perp validated
HYDX,hydrex,False,,,,,,,no Binance USDT perp validated
HYLOSOL,hylo-staked-sol,False,,,,,,,no Binance USDT perp validated
HYPE,hyperliquid,True,,,HYPEUSDT,1.0,2025-05-30,,"ticker match; vs CoinGecko hyperliquid: 476 days, median gap 0.08%"
HYPER,hyperlane,True,,,HYPERUSDT,1.0,2025-04-22,,"ticker match; vs CoinGecko hyperlane: 514 days, median gap 0.18%"
HYUSD,hylo-usd,False,,,,,,,no Binance USDT perp validated
IAG,iagon,False,,,,,,,no Binance USDT perp validated
IAUON,ishares-gold-trust-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
IBERA,infrared-bera,False,,,,,,,no Binance USDT perp validated
IBEUR,iron-bank-euro,False,,,,,,,no Binance USDT perp validated
IBGT,infrafred-bgt,False,,,,,,,no Binance USDT perp validated
IBITON,ishares-bitcoin-trust-ondo-tokenized,True,,,,,,,no Binance USDT perp validated
IBMON,ibm-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
IBS,ibs-2,False,,,,,,,no Binance USDT perp validated
ICE,ice,False,,,,,,,no Binance USDT perp validated
ICECREAM,icecream-ai,False,,,,,,,no Binance USDT perp validated
ICNT,impossible-cloud-network-token,True,,,ICNTUSDT,1.0,2025-07-03,,"ticker match; vs CoinGecko impossible-cloud-network-token: 442 days, median gap 0.21%"
ICP,internet-computer,True,,,ICPUSDT,1.0,2021-07-30,,"ticker match; vs CoinGecko internet-computer: 728 days, median gap 0.10%"
ICX,icon,True,,,ICXUSDT,1.0,2020-09-15,2026-08-25,"ticker match; vs CoinGecko icon: 705 days, median gap 0.16%"
ID,space-id,False,,,IDUSDT,1.0,2023-03-23,,"ticker match; vs CoinGecko space-id: 728 days, median gap 0.15%"
IDEX,aurora-dao,False,,,,,,,no Binance USDT perp validated
IDIA,idia,False,,,,,,,no Binance USDT perp validated
IDLE,idlemine,False,,,,,,,no Binance USDT perp validated
IDOL,meet48,True,,,IDOLUSDT,1.0,2025-07-04,,"ticker match; vs CoinGecko meet48: 441 days, median gap 0.46%"
IDRT,rupiah-token,False,,,,,,,no Binance USDT perp validated
IEFAON,ishares-core-msci-eafe-etf-ondo-tokenized-etf,True,,,,,,,no Binance USDT perp validated
IEMGON,ishares-core-msci-emerging-markets-etf-ondo-tokenized-etf,False,,,,,,,no Binance USDT perp validated
IJHON,ishares-core-s-p-midcap-etf-ondo-tokenized-etf,False,,,,,,,no Binance USDT perp validated
IKA,ika,False,,,,,,,no Binance USDT perp validated
ILV,illuvium,True,,,ILVUSDT,1.0,2023-11-10,,"ticker match; vs CoinGecko illuvium: 728 days, median gap 0.15%"
IMAGE,imagen-ai,False,,,,,,,no Binance USDT perp validated
IMO,imo,False,,,,,,,no Binance USDT perp validated
IMPT,impt,False,,,,,,,no Binance USDT perp validated
IMX,immutable-x,True,,,IMXUSDT,1.0,2022-02-10,,"ticker match; vs CoinGecko immutable-x: 728 days, median gap 0.14%"
IN,infinit,True,,,INUSDT,1.0,2025-08-07,,"ticker match; vs CoinGecko infinit: 407 days, median gap 0.28%"
INALPHA,nest-alpha-vault-lp,False,,,,,,,no Binance USDT perp validated
INC,incrypt,True,,,,,,,no Binance USDT perp validated
INCO,infiniticoin,False,,,,,,,no Binance USDT perp validated
INDEX,index-cooperative,False,,,,,,,no Binance USDT perp validated
INDY,indigo-dao-governance-token,False,,,,,,,no Binance USDT perp validated
INF,socean-staked-sol,False,,,,,,,no Binance USDT perp validated
INFRA,infraxa,False,,,,,,,no Binance USDT perp validated
INI,ini,True,,,,,,,no Binance USDT perp validated
INIT,initia,True,,,INITUSDT,1.0,2025-04-16,,"ticker match; vs CoinGecko initia: 513 days, median gap 0.16%"
INJ,injective-protocol,True,,,INJUSDT,1.0,2022-08-16,,"ticker match; vs CoinGecko injective-protocol: 728 days, median gap 0.09%"
INSP,inspect,False,,,,,,,no Binance USDT perp validated
INTCON,intel-ondo-tokenized-stock,True,,,,,,,no Binance USDT perp validated
INTER,inter-milan-fan-token,False,,,,,,,no Binance USDT perp validated
INV,inverse-finance,False,,,,,,,no Binance USDT perp validated
INX,infinex-2,True,,,INXUSDT,1.0,2026-01-30,,"ticker match; vs CoinGecko infinex-2: 231 days, median gap 0.25%"
IO,io,True,,,IOUSDT,1.0,2024-06-11,,"ticker match; vs CoinGecko io: 728 days, median gap 0.13%"
IOST,iostoken,True,,,IOSTUSDT,1.0,2020-02-21,,"ticker match; vs CoinGecko iostoken: 728 days, median gap 0.15%"
IOT,helium-iot,False,,,,,,,no Binance USDT perp validated
IOTA,iota,True,,,IOTAUSDT,1.0,2020-02-12,,"ticker match; vs CoinGecko iota: 728 days, median gap 0.13%"
IOTX,iotex,True,,,IOTXUSDT,1.0,2021-08-11,,"ticker match; vs CoinGecko iotex: 728 days, median gap 0.17%"
IOUSDT,iousdt,False,,,,,,,no Binance USDT perp validated
IP,story-2,True,,,IPUSDT,1.0,2025-02-13,2026-06-27,"ticker match; vs CoinGecko story-2: 500 days, median gap 0.18%"
IP,story-2,True,,,DATAIPUSDT,1.0,2026-07-03,,"renamed perp; vs CoinGecko story-2: 77 days, median gap 0.18%"
IQ,everipedia,True,,,,,,,no Binance USDT perp validated
IR,infrared-finance,False,,,IRUSDT,1.0,2025-12-21,2026-04-28,"ticker match; vs CoinGecko infrared-finance: 129 days, median gap 0.27%"
IRON,iron-fish,False,,,,,,,no Binance USDT perp validated
IRYS,irys,True,,,IRYSUSDT,1.0,2025-11-26,,"ticker match; vs CoinGecko irys: 296 days, median gap 0.25%"
ISC,international-stable-currency,False,,,,,,,no Binance USDT perp validated
ISLM,islamic-coin,True,,,,,,,no Binance USDT perp validated
ITA,italian-national-football-team-fan-token,False,,,,,,,no Binance USDT perp validated
ITOTON,ishares-core-s-p-total-us-stock-market-etf-ondo-tokenized-etf,False,,,,,,,no Binance USDT perp validated
IUSD,infinifi-usd,True,,,,,,,no Binance USDT perp validated
IVT,ivault,False,,,,,,,no Binance USDT perp validated
IVVON,ishares-core-s-p-500-etf-ondo-tokenized-etf,True,,,,,,,no Binance USDT perp validated
IWFON,ishares-russell-1000-growth-etf-ondo-tokenized-etf,False,,,,,,,no Binance USDT perp validated
IWMON,ishares-russell-2000-etf-ondo-tokenized-etf,False,,,,,,,no Binance USDT perp validated
IWNON,ishares-russell-2000-value-etf-ondo-tokenized-etf,False,,,,,,,no Binance USDT perp validated
IXS,ix-swap,False,,,,,,,no Binance USDT perp validated
IXT,ix-token,False,,,,,,,no Binance USDT perp validated
IZI,izumi-finance,False,,,,,,,no Binance USDT perp validated
J,jambo,False,,,,,,,no Binance USDT perp validated
JAAA,janus-henderson-anemoy-aaa-clo-fund,True,,,,,,,no Binance USDT perp validated
JAGER,jager-hunter,False,,,,,,,no Binance USDT perp validated
JASMY,jasmycoin,True,,,JASMYUSDT,1.0,2022-04-19,,"ticker match; vs CoinGecko jasmycoin: 728 days, median gap 0.11%"
JCT,janction,True,,,JCTUSDT,1.0,2025-11-10,,"ticker match; vs CoinGecko janction: 312 days, median gap 0.39%"
JELLYJELLY,jelly-my-jelly,True,,,JELLYJELLYUSDT,1.0,2025-03-26,,"ticker match; vs CoinGecko jelly-my-jelly: 541 days, median gap 0.25%"
JESSE,jesse,False,,,,,,,no Binance USDT perp validated
JEST,jester,False,,,,,,,no Binance USDT perp validated
JESUS,jesus-coin,False,,,,,,,no Binance USDT perp validated
JETT,jett-crypto,False,,,,,,,no Binance USDT perp validated
JETTON,jetton,False,,,,,,,no Binance USDT perp validated
JITOSOL,jito-staked-sol,False,,,,,,,no Binance USDT perp validated
JLP,jupiter-perpetuals-liquidity-provider-token,False,,,,,,,no Binance USDT perp validated
JMPT,jumptoken,False,,,,,,,no Binance USDT perp validated
JOBCOIN,jobcoin-2,False,,,,,,,no Binance USDT perp validated
JOE,joe,True,,,JOEUSDT,1.0,2023-03-28,,"ticker match; vs CoinGecko joe: 728 days, median gap 0.13%"
JOJO,jojoworld,False,,,,,,,no Binance USDT perp validated
JOKE,joke,False,,,,,,,no Binance USDT perp validated
JOULE,joule-2,False,,,,,,,no Binance USDT perp validated
JOVJOU,jovjou,False,,,,,,,no Binance USDT perp validated
JPMON,jpmorgan-chase-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
JPYC,jpycoin,True,,,,,,,no Binance USDT perp validated
JRUSDE,strata-junior-usde,False,,,,,,,no Binance USDT perp validated
JSOL,jpool,False,,,,,,,no Binance USDT perp validated
JST,just,True,,,JSTUSDT,1.0,2025-04-28,,"ticker match; vs CoinGecko just: 508 days, median gap 0.13%"
JTO,jito-governance-token,True,,,JTOUSDT,1.0,2023-12-08,,"ticker match; vs CoinGecko jito-governance-token: 728 days, median gap 0.13%"
JTRSY,janus-henderson-anemoy-treasury-fund,True,,,,,,,no Binance USDT perp validated
JUNO,juno-network,False,,,,,,,no Binance USDT perp validated
JUP,jupiter-exchange-solana,True,,,JUPUSDT,1.0,2024-01-31,,"ticker match; vs CoinGecko jupiter-exchange-solana: 728 days, median gap 0.10%"
JUPSOL,jupiter-staked-sol,False,,,,,,,no Binance USDT perp validated
JUPUSD,jupusd,True,,,,,,,no Binance USDT perp validated
JUSD,jusd,True,,,,,,,no Binance USDT perp validated
JUV,juventus-fan-token,False,,,,,,,no Binance USDT perp validated
JYAI,jerry-the-turtle-by-matt-furie,False,,,,,,,no Binance USDT perp validated
KAG,kinesis-silver,True,,,,,,,no Binance USDT perp validated
KAI,kardiachain,False,,,,,,,no Binance USDT perp validated
KAIA,kaia,True,,,KAIAUSDT,1.0,2024-12-04,,"ticker match; vs CoinGecko kaia: 653 days, median gap 0.15%"
KAITO,kaito,True,,,KAITOUSDT,1.0,2025-02-20,,"ticker match; vs CoinGecko kaito: 575 days, median gap 0.13%"
KAN,kan,False,,,,,,,no Binance USDT perp validated
KAPT,kofi-aptos,False,,,,,,,no Binance USDT perp validated
KARAT,karat-galaxy,False,,,,,,,no Binance USDT perp validated
KARMA,karma-2,False,,,,,,,no Binance USDT perp validated
KARRAT,karrat,False,,,,,,,no Binance USDT perp validated
KAS,kaspa,True,,,KASUSDT,1.0,2023-11-17,,"ticker match; vs CoinGecko kaspa: 728 days, median gap 0.10%"
KAT,katana-network-token,True,,,KATUSDT,1.0,2026-03-02,,"ticker match; vs CoinGecko katana-network-token: 185 days, median gap 0.15%"
KAU,kinesis-gold,True,,,,,,,no Binance USDT perp validated
KAVA,kava,True,,,KAVAUSDT,1.0,2020-07-28,,"ticker match; vs CoinGecko kava: 728 days, median gap 0.12%"
KAVAUSDT,ibc-bridged-usdt,False,,,,,,,no Binance USDT perp validated
KBTC,kraken-wrapped-btc,False,,,,,,,no Binance USDT perp validated
KCS,kucoin-shares,True,,,,,,,no Binance USDT perp validated
KCT,konnect,False,,,,,,,no Binance USDT perp validated
KDA,kadena,False,,,KDAUSDT,1.0,2024-09-18,2025-11-05,"ticker match; vs CoinGecko kadena: 412 days, median gap 0.13%"
KDK,kodiak-finance,False,,,,,,,no Binance USDT perp validated
KEEP,keep-network,False,,,,,,,no Binance USDT perp validated
KEKIUS,kekius-maximus,False,,,,,,,no Binance USDT perp validated
KENDU,kendu-inu,False,,,,,,,no Binance USDT perp validated
KERNEL,kernel-2,True,,,KERNELUSDT,1.0,2025-04-14,,"ticker match; vs CoinGecko kernel-2: 522 days, median gap 0.24%"
KET,ket,False,,,,,,,no Binance USDT perp validated
KEYCAT,keyboard-cat-base,False,,,,,,,no Binance USDT perp validated
KGEN,kgen,True,,,KGENUSDT,1.0,2025-10-07,,"ticker match; vs CoinGecko kgen: 346 days, median gap 0.33%"
KGST,kyrgyz-som-stablecoin,False,,,,,,,no Binance USDT perp validated
KHYPE,kinetic-staked-hype,False,,,,,,,no Binance USDT perp validated
KIBSHI,kiboshib,False,,,,,,,no Binance USDT perp validated
KIMA,kima,False,,,,,,,no Binance USDT perp validated
KING,lrt-squared,False,,,,,,,no Binance USDT perp validated
KISHU,kishu-inu,False,,,,,,,no Binance USDT perp validated
KIT,dexkit,False,,,,,,,no Binance USDT perp validated
KITE,kite-2,True,,,KITEUSDT,1.0,2025-10-29,,"ticker match; vs CoinGecko kite-2: 320 days, median gap 0.17%"
KLED,kled-ai,False,,,,,,,no Binance USDT perp validated
KLV,klever,False,,,,,,,no Binance USDT perp validated
KMD,komodo,False,,,,,,,no Binance USDT perp validated
KMHYPE,kinetiq-markets-lst,False,,,,,,,no Binance USDT perp validated
KMNO,kamino,True,,,KMNOUSDT,1.0,2024-12-20,,"ticker match; vs CoinGecko kamino: 637 days, median gap 0.14%"
KNC,kyber-network-crystal,True,,,KNCUSDT,1.0,2020-06-22,,"ticker match; vs CoinGecko kyber-network-crystal: 728 days, median gap 0.13%"
KNCL,kyber-network,False,,,,,,,no Binance USDT perp validated
KNDX,kondux-v2,False,,,,,,,no Binance USDT perp validated
KNTQ,kinetiq,True,,,,,,,no Binance USDT perp validated
KO,kyuzo-s-friends,False,,,,,,,no Binance USDT perp validated
KOGE,bnb48-club-token,True,,,,,,,no Binance USDT perp validated
KOMA,koma-inu,False,,,KOMAUSDT,1.0,2024-12-10,,"ticker match; vs CoinGecko koma-inu: 647 days, median gap 0.22%"
KONET,konet,False,,,,,,,no Binance USDT perp validated
KOON,coca-cola-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
KORI,kori,False,,,,,,,no Binance USDT perp validated
KRAV,krav,False,,,,,,,no Binance USDT perp validated
KRL,kryll,False,,,,,,,no Binance USDT perp validated
KSM,kusama,True,,,KSMUSDT,1.0,2020-10-14,,"ticker match; vs CoinGecko kusama: 728 days, median gap 0.12%"
KTA,keeta,True,,,,,,,no Binance USDT perp validated
KUB,bitkub-coin,True,,,,,,,no Binance USDT perp validated
KUJI,kujira,False,,,,,,,no Binance USDT perp validated
KUMA,captain-kuma,False,,,,,,,no Binance USDT perp validated
KWENTA,kwenta,False,,,,,,,no Binance USDT perp validated
KYSOL,kyros-restaked-sol,False,,,,,,,no Binance USDT perp validated
KYVE,kyve-network,False,,,,,,,no Binance USDT perp validated
L3,layer3,True,,,,,,,no Binance USDT perp validated
LA,lagrange,True,,,LAUSDT,1.0,2025-06-05,,"ticker match; vs CoinGecko lagrange: 470 days, median gap 0.20%"
LAB,lab,True,,,LABUSDT,1.0,2025-10-17,,"ticker match; vs CoinGecko lab: 336 days, median gap 0.31%"
LADYS,milady-meme-coin,False,,,,,,,no Binance USDT perp validated
LANTERNSOL,lantern-staked-sol,False,,,,,,,no Binance USDT perp validated
LAT,platon-network,False,,,,,,,no Binance USDT perp validated
LAVA,lava-network,False,,,,,,,no Binance USDT perp validated
LAYER,solayer,True,,,LAYERUSDT,1.0,2025-02-11,,"ticker match; vs CoinGecko solayer: 584 days, median gap 0.16%"
LAZIO,lazio-fan-token,False,,,,,,,no Binance USDT perp validated
LB,lovebit,True,,,,,,,no Binance USDT perp validated
LBT,law-blocks,True,,,,,,,no Binance USDT perp validated
LBTC,lombard-staked-btc,False,,,,,,,no Binance USDT perp validated
LC,lc-shib,False,,,,,,,no Binance USDT perp validated
LCAP,cf-large-cap-index,False,,,,,,,no Binance USDT perp validated
LCAT,lion-cat,False,,,,,,,no Binance USDT perp validated
LCS,localcoinswap,False,,,,,,,no Binance USDT perp validated
LCX,lcx,True,,,,,,,no Binance USDT perp validated
LDO,lido-dao,True,,,LDOUSDT,1.0,2022-09-21,,"ticker match; vs CoinGecko lido-dao: 728 days, median gap 0.09%"
LEADBTC,lead-wrapped-bitcoin,False,,,,,,,no Binance USDT perp validated
LEDGER,ledger-ai,False,,,,,,,no Binance USDT perp validated
LEO,leo-token,True,,,,,,,no Binance USDT perp validated
LFT,lifeform,False,,,,,,,no Binance USDT perp validated
LGCT,legacy-token,False,,,,,,,no Binance USDT perp validated
LHYPE,looped-hype,False,,,,,,,no Binance USDT perp validated
LIBERTY,torch-of-liberty,True,,,,,,,no Binance USDT perp validated
LIGHT,bitlight,False,,,LIGHTUSDT,1.0,2025-09-27,,"ticker match; vs CoinGecko bitlight: 356 days, median gap 0.24%"
LIKE,likecoin-2,False,,,,,,,no Binance USDT perp validated
LIME,ime-lab,False,,,,,,,no Binance USDT perp validated
LINEA,linea,True,,,LINEAUSDT,1.0,2025-09-01,,"ticker match; vs CoinGecko linea: 374 days, median gap 0.13%"
LINGO,lingo,False,,,,,,,no Binance USDT perp validated
LINK,chainlink,True,,,LINKUSDT,1.0,2020-01-17,,"ticker match; vs CoinGecko chainlink: 728 days, median gap 0.08%"
LION,loaded-lions,True,,,,,,,no Binance USDT perp validated
LIQ,liquidium-token,False,,,,,,,no Binance USDT perp validated
LIQUIDETH,ether-fi-liquid-eth,False,,,,,,,no Binance USDT perp validated
LIQUIDHYPE,liquid-hype-yield,False,,,,,,,no Binance USDT perp validated
LISA,agentlisa,False,,,,,,,no Binance USDT perp validated
LISTA,lista,True,,,LISTAUSDT,1.0,2024-06-20,,"ticker match; vs CoinGecko lista: 728 days, median gap 0.13%"
LISUSD,helio-protocol-hay,True,,,,,,,no Binance USDT perp validated
LIT,lighter,True,,,LITUSDT,1.0,2025-12-23,,"ticker match; vs CoinGecko lighter: 263 days, median gap 0.11%"
LITKEY,lit-protocol,False,,,,,,,no Binance USDT perp validated
LIUSD,infinifi-locked-iusd-1week,True,,,,,,,no Binance USDT perp validated
LKY,luckycoin,False,,,,,,,no Binance USDT perp validated
LL,lightlink,False,,,,,,,no Binance USDT perp validated
LLD,liberland-lld,False,,,,,,,no Binance USDT perp validated
LLYON,eli-lilly-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
LM,leisuremeta,False,,,,,,,no Binance USDT perp validated
LMAO!,lmao,False,,,,,,,no Binance USDT perp validated
LMEOW,lmeow-2,False,,,,,,,no Binance USDT perp validated
LMTON,lockheed-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
LMTS,limitless-3,False,,,,,,,no Binance USDT perp validated
LMWR,limewire-token,False,,,,,,,no Binance USDT perp validated
LOAN,proton-loan,True,,,,,,,no Binance USDT perp validated
LOCK,houdini-swap,False,,,,,,,no Binance USDT perp validated
LOCKIN,lock-in,False,,,,,,,no Binance USDT perp validated
LODE,lodesupply,False,,,,,,,no Binance USDT perp validated
LOFI,lofi-2,False,,,,,,,no Binance USDT perp validated
LON,tokenlon,True,,,,,,,no Binance USDT perp validated
LOOK,look,False,,,,,,,no Binance USDT perp validated
LOOPIN,loopin-network,False,,,,,,,no Binance USDT perp validated
LORDS,lords,False,,,,,,,no Binance USDT perp validated
LOYAL,loyal,False,,,,,,,no Binance USDT perp validated
LPT,livepeer,True,,,LPTUSDT,1.0,2021-11-10,,"ticker match; vs CoinGecko livepeer: 728 days, median gap 0.12%"
LQ,liqwid-finance,False,,,,,,,no Binance USDT perp validated
LQR,laqira-protocol,False,,,,,,,no Binance USDT perp validated
LQTY,liquity,True,,,LQTYUSDT,1.0,2023-03-08,,"ticker match; vs CoinGecko liquity: 728 days, median gap 0.15%"
LRC,loopring,True,,,LRCUSDT,1.0,2020-10-19,2026-03-23,"ticker match; vs CoinGecko loopring: 550 days, median gap 0.14%"
LRDS,blocklords,False,,,,,,,no Binance USDT perp validated
LSETH,liquid-staked-ethereum,False,,,,,,,no Binance USDT perp validated
LSK,lisk,True,,,LSKUSDT,1.0,2024-01-25,,"ticker match; vs CoinGecko lisk: 728 days, median gap 0.19%"
